service_id,vehicle_id,service_date,service_type,technician,cost_inr,days_taken
S00823,V0475,2026-05-04,Software Update,N. Gupta,415.87,1
S00824,V0298,2026-03-14,Motor Repair,N. Gupta,6528.8,2
S00825,V0153,2024-12-01,Brake Repair,P. Nair,6362.62,2
S00826,V0536,2025-07-24,Battery Check,,1390.11,1
S00827,V0047,2026-04-24,Brake Repair,K. Reddy,3216.46,1
S00828,V0476,2025-09-29,Insurance Claim,P. Nair,34099.17,3
S00829,V0261,2026-07-03,General Service,R. Sharma,1970.09,1
S00830,V0474,2025-06-25,Brake Repair,K. Reddy,6884.23,1
S00831,V0086,2025-01-23,Software Update,P. Nair,989.82,3
S00832,V0466,2025-02-02,Insurance Claim,P. Nair,20730.78,3
S00833,V0192,2026-02-19,General Service,P. Nair,4387.64,1
S00834,V0445,2024-11-15,Software Update,A. Verma,630.4,1
S00835,V0176,2026-01-12,Insurance Claim,K. Reddy,31493.33,7
S00836,V0311,2024-12-04,Body Repair,D. Singh,13257.03,5
S00837,V0310,,Oil Change,M. Khan,2620.1,1
S00838,V0017,2026-01-12,Oil Change,M. Khan,2783.75,7
S00839,V0149,2025-06-28,Software Update,A. Verma,808.96,2
S00840,V0475,2024-09-30,Brake Repair,R. Sharma,3092.48,1
S00841,V0171,2024-11-07,Brake Repair,N. Gupta,4876.16,7
S00842,V0483,2025-10-21,General Service,M. Khan,1907.0,2
S00843,V0302,2025-08-05,Body Repair,K. Reddy,20456.23,1
S00844,V0342,2025-10-30,Software Update,K. Reddy,838.23,7
S00845,V0298,2024-12-15,General Service,N. Gupta,2180.34,7
S00846,V0238,2024-12-07,General Service,K. Reddy,2661.6,3
S00847,V0066,2024-12-03,Tyre Replacement,K. Reddy,3171.03,7
S00848,V0120,2025-02-17,Motor Repair,D. Singh,9899.03,7
S00849,V0447,2024-08-31,Software Update,N. Gupta,1136.12,3
S00850,V0449,2026-04-21,Oil Change,D. Singh,1386.16,7
S00851,V0135,2025-06-22,Tyre Replacement,K. Reddy,3801.49,5
S00852,V0369,2026-03-04,Motor Repair,S. Iyer,17817.43,2
S00853,V0290,2025-07-31,Battery Check,S. Iyer,2122.49,1
S00854,V0205,2024-12-02,Brake Repair,A. Verma,5256.86,5
S00855,V0506,2025-09-11,General Service,R. Sharma,3371.54,1
S00856,V0368,2026-07-16,Tyre Replacement,S. Iyer,4410.73,1
S00857,V0516,2025-07-31,General Service,D. Singh,1255.92,5
S00858,V0117,2026-02-01,General Service,M. Khan,3813.67,7
S00859,V0265,2025-07-12,AC Repair,R. Sharma,3104.72,2
S00860,V0155,2025-12-06,Suspension Work,A. Verma,6385.46,1
S00861,V0449,2024-08-31,Motor Repair,A. Verma,21973.02,1
S00862,V0105,2024-11-11,Battery Check,S. Iyer,1792.02,1
S00863,V0211,2024-10-04,Brake Repair,N. Gupta,4870.16,7
S00864,V0102,2025-12-04,Brake Repair,D. Singh,7382.55,1
S00865,V0126,2025-11-06,Oil Change,K. Reddy,1394.58,1
S00866,V0252,2024-12-26,Motor Repair,,19871.16,1
S00867,V0088,2024-12-17,Tyre Replacement,K. Reddy,6119.73,3
S00868,V0252,2025-06-07,Brake Repair,,4594.83,5
S00869,V0234,2025-06-27,Brake Repair,K. Reddy,6446.85,5
S00870,V0470,2026-07-16,Suspension Work,D. Singh,8244.2,1
S00871,V0454,2025-07-20,Brake Repair,,4991.3,1
S00872,V0087,2026-01-24,Software Update,K. Reddy,1100.3,1
S00873,V0403,2025-02-26,General Service,S. Iyer,2180.67,1
S00874,V0533,2025-10-14,Tyre Replacement,,4237.66,2
S00875,V0322,2025-04-02,Brake Repair,,2664.13,1
S00876,V0414,2025-02-04,Motor Repair,,4676.63,7
S00877,V0354,2026-07-03,Insurance Claim,M. Khan,42991.81,2
S00878,V0087,2025-03-08,General Service,K. Reddy,1534.69,1
S00879,V0533,2024-10-28,Oil Change,,1660.61,2
S00880,V0534,2025-05-24,AC Repair,S. Iyer,3160.9,1
S00881,V0029,2026-07-18,Suspension Work,M. Khan,7753.15,2
S00882,V0433,2026-02-16,Oil Change,D. Singh,2313.91,2
S00883,V0520,2025-06-10,General Service,A. Verma,3252.91,7
S00884,V0306,2024-10-01,Body Repair,N. Gupta,9551.07,3
S00885,V0242,2025-06-04,Body Repair,,11298.09,2
S00886,V0359,2026-04-15,General Service,S. Iyer,2747.26,5
S00887,V0533,2026-08-05,General Service,M. Khan,2282.4,3
S00888,V0466,2025-11-07,Brake Repair,K. Reddy,6562.8,1
S00889,V0095,2024-10-17,General Service,S. Iyer,2929.6,7
S00890,V0220,2026-01-10,General Service,,3143.02,5
S00891,V0532,2025-08-05,Software Update,N. Gupta,985.61,5
S00892,V0451,2025-12-12,Motor Repair,K. Reddy,21160.74,1
S00893,V0148,2025-06-14,Software Update,S. Iyer,850.69,1
S00894,V0218,2025-05-27,Motor Repair,S. Iyer,8191.63,3
S00895,V0122,2024-09-30,Body Repair,A. Verma,13678.69,1
S00896,V0379,2025-05-20,Software Update,A. Verma,617.62,3
S00897,V0313,2025-06-28,AC Repair,N. Gupta,2852.44,1
S00898,V0147,2025-03-07,Brake Repair,K. Reddy,5061.96,1
S00899,V0313,2024-11-06,General Service,N. Gupta,3583.5,1
S00900,V0126,2025-05-14,Battery Check,K. Reddy,1511.17,7
S00901,V0318,2026-03-14,Body Repair,D. Singh,13297.1,5
S00902,V0487,2025-04-24,Software Update,,1276.62,7
S00903,V0461,2025-02-13,Insurance Claim,D. Singh,27106.59,1
S00904,V0420,2024-12-18,Software Update,D. Singh,1528.47,1
S00905,V0454,2024-11-07,Tyre Replacement,S. Iyer,7187.57,1
S00906,V0317,2025-01-23,Suspension Work,,2686.13,1
S00907,V0198,2024-08-30,Body Repair,R. Sharma,15164.03,2
S00908,V0488,2026-06-17,Suspension Work,A. Verma,7933.84,1
S00909,V0020,2025-01-06,Tyre Replacement,M. Khan,8708.48,7
S00910,V0087,2025-01-16,Suspension Work,K. Reddy,8649.29,1
S00911,V0504,2026-07-02,General Service,S. Iyer,2378.85,5
S00912,V0025,2025-02-13,Motor Repair,A. Verma,8572.43,1
S00913,V0102,2024-10-23,Software Update,S. Iyer,741.47,2
S00914,V0092,2025-10-12,Software Update,S. Iyer,561.85,1
S00915,V0334,2024-09-23,Oil Change,P. Nair,1434.27,5
S00916,V0102,2026-08-13,Motor Repair,P. Nair,18090.04,5
S00917,V0124,2025-08-10,General Service,M. Khan,3961.17,7
S00918,V0521,2024-09-26,Battery Check,P. Nair,1707.2,1
S00919,V0326,2024-10-29,Motor Repair,A. Verma,8721.61,7
S00920,V0030,2025-04-04,Software Update,R. Sharma,924.49,2
S00921,V0104,2026-08-08,Oil Change,S. Iyer,2553.88,2
S00922,V0417,2026-02-22,General Service,,1966.44,2
S00923,V0146,2026-07-23,AC Repair,S. Iyer,3335.83,2
S00924,V0434,2025-08-22,Suspension Work,R. Sharma,7035.99,7
S00925,V0297,2025-04-08,Insurance Claim,R. Sharma,18132.14,1
S00926,V0494,2025-06-03,Tyre Replacement,K. Reddy,7361.39,3
S00927,V0218,2025-05-09,Body Repair,P. Nair,11492.02,1
S00928,V0166,2024-11-24,Suspension Work,P. Nair,8027.85,1
S00929,V0405,2025-12-28,Battery Check,,1034.07,2
S00930,V0443,2025-04-21,Oil Change,D. Singh,1524.4,3
S00931,V0268,2026-06-08,General Service,D. Singh,3132.08,3
S00932,V0216,2025-08-25,Motor Repair,D. Singh,13042.63,1
S00933,V0137,2025-08-24,Insurance Claim,N. Gupta,40110.93,1
S00934,V0010,2026-03-11,Software Update,K. Reddy,688.1,1
S00935,V0080,2024-09-08,Software Update,A. Verma,862.91,3
S00936,V0386,2026-03-26,Body Repair,S. Iyer,15916.88,1
S00937,V0128,2025-08-05,Software Update,N. Gupta,402.86,1
S00938,V0227,2026-05-19,General Service,D. Singh,959.29,2
S00939,V0093,2024-09-18,Body Repair,M. Khan,5592.24,2
S00940,V0506,2024-12-17,Brake Repair,M. Khan,6056.0,1
S00941,V0201,2026-01-02,Insurance Claim,P. Nair,20171.24,7
S00942,V0175,2024-10-18,General Service,S. Iyer,4738.42,1
S00943,V0132,2025-11-22,General Service,M. Khan,2006.28,2
S00944,V0197,2026-07-19,General Service,,2661.48,2
S00945,V0465,2025-02-07,General Service,R. Sharma,3849.35,3
S00946,V0443,2025-01-26,General Service,,4255.33,7
S00947,V0508,2026-01-02,AC Repair,R. Sharma,6025.34,2
S00948,V0049,2024-12-02,Tyre Replacement,,8537.57,7
S00949,V0324,2026-01-29,General Service,D. Singh,3396.05,1
S00950,V0026,2026-08-18,Oil Change,K. Reddy,2173.29,1
S00951,V0256,2025-08-23,Brake Repair,A. Verma,5344.19,1
S00952,V0029,2026-08-17,Motor Repair,R. Sharma,12106.27,3
S00953,V0257,2025-11-09,Oil Change,D. Singh,1284.53,1
S00954,V0342,2025-09-08,Suspension Work,A. Verma,6991.73,7
S00955,V0098,2026-03-06,Insurance Claim,A. Verma,23510.88,1
S00956,V0063,2025-07-15,General Service,A. Verma,2103.43,1
S00957,V0064,2024-11-25,General Service,K. Reddy,3109.34,1
S00958,V0105,2025-03-22,Battery Check,P. Nair,2001.54,5
S00959,V0412,2025-11-20,Battery Check,K. Reddy,1546.41,2
S00960,V0011,2026-07-10,Motor Repair,K. Reddy,22757.03,1
S00961,V0348,2024-09-20,Insurance Claim,R. Sharma,15010.22,7
S00962,V0530,2026-01-25,AC Repair,A. Verma,3262.77,1
S00963,V0013,2026-01-03,Body Repair,M. Khan,8989.35,1
S00964,V0522,2025-02-12,Tyre Replacement,N. Gupta,2080.27,7
S00965,V0191,2026-08-20,Oil Change,R. Sharma,1747.91,1
S00966,V0320,2025-11-08,Body Repair,D. Singh,11488.66,2
S00967,V0150,2026-07-23,Brake Repair,D. Singh,6424.77,2
S00968,V0378,2025-10-10,General Service,S. Iyer,3051.96,1
S00969,V0244,2026-08-18,Suspension Work,,4490.74,1
S00970,V0433,2024-11-01,Oil Change,M. Khan,2968.08,1
S00971,V0350,2024-09-01,Oil Change,N. Gupta,2569.25,3
S00972,V0344,2026-03-05,Motor Repair,S. Iyer,18056.01,1
S00973,V0466,2025-04-05,General Service,R. Sharma,2301.83,2
S00974,V0236,2026-05-18,Motor Repair,M. Khan,9962.94,7
S00975,V0340,2026-03-27,Software Update,R. Sharma,695.78,3
S00976,V0011,2026-06-07,Battery Check,,2071.59,1
S00977,V0146,2025-08-21,Tyre Replacement,D. Singh,9957.63,1
S00978,V0031,2025-07-20,Oil Change,M. Khan,2772.24,2
S00979,V0179,2024-12-24,AC Repair,M. Khan,2901.16,1
S00980,V0201,2025-03-26,Brake Repair,A. Verma,2554.16,1
S00981,V0141,2024-10-10,Software Update,A. Verma,839.45,3
S00982,V0216,2025-10-17,Tyre Replacement,D. Singh,2286.28,3
S00983,V0176,2025-05-07,Suspension Work,K. Reddy,7791.76,1
S00984,V0122,2024-10-12,Brake Repair,S. Iyer,3983.02,2
S00985,V0197,2026-01-23,Suspension Work,D. Singh,5858.21,3
S00986,V0440,2025-07-24,Battery Check,M. Khan,662.78,2
S00987,V0153,2026-08-12,General Service,P. Nair,2949.4,1
S00988,V0521,2026-08-07,Body Repair,M. Khan,9762.66,1
S00989,V0482,2026-03-02,Insurance Claim,S. Iyer,14763.23,5
S00990,V0522,2025-07-11,AC Repair,N. Gupta,300.0,1
S00991,V0330,2026-06-28,AC Repair,N. Gupta,3466.29,7
S00992,V0486,2026-07-10,Tyre Replacement,R. Sharma,9721.73,2
S00993,V0225,2026-08-02,Oil Change,M. Khan,2846.59,5
S00994,V0224,2025-08-13,Tyre Replacement,K. Reddy,5040.1,1
S00995,V0384,2025-05-14,Tyre Replacement,S. Iyer,4735.35,1
S00996,V0303,2025-03-19,Motor Repair,M. Khan,17461.06,1
S00997,V0477,2025-06-17,Suspension Work,K. Reddy,4553.96,7
S00998,V0479,2025-11-17,Software Update,N. Gupta,884.5,3
S00999,V0280,2026-01-01,Brake Repair,M. Khan,5326.14,2
S01000,V0078,2025-07-10,AC Repair,P. Nair,5002.99,1
S01001,V0284,2025-08-31,Oil Change,D. Singh,1736.9,1
S01002,V0206,2025-11-21,Motor Repair,P. Nair,13930.71,2
S01003,V0282,2025-04-08,Oil Change,S. Iyer,1246.87,2
S01004,V0009,2024-10-22,Motor Repair,K. Reddy,10658.88,5
S01005,V0013,2025-06-20,Motor Repair,S. Iyer,13810.99,5
S01006,V0234,2025-07-17,Oil Change,M. Khan,2031.44,7
S01007,V0240,2026-05-25,Suspension Work,,9238.28,7
S01008,V0473,2026-08-16,AC Repair,D. Singh,2516.11,2
S01009,V0440,2024-09-22,Software Update,,1217.95,1
S01010,V0384,2026-08-06,Brake Repair,S. Iyer,3801.45,2
S01011,V0010,2024-10-02,Motor Repair,D. Singh,14887.82,3
S01012,V0231,2026-03-22,Software Update,K. Reddy,590.78,2
S01013,V0334,2026-01-15,Oil Change,S. Iyer,300.0,1
S01014,V0339,2025-10-05,Body Repair,K. Reddy,15712.99,5
S01015,V0210,2024-12-12,Brake Repair,M. Khan,5283.16,7
S01016,V0112,2024-11-06,AC Repair,N. Gupta,3155.37,2
S01017,V0096,2025-05-23,General Service,S. Iyer,2558.62,1
S01018,V0501,2025-10-12,Battery Check,K. Reddy,1770.87,2
S01019,V0211,2026-05-08,General Service,A. Verma,1132.77,7
S01020,V0059,2025-02-01,AC Repair,S. Iyer,2851.91,3
S01021,V0421,2026-05-23,Oil Change,S. Iyer,2300.39,5
S01022,V0490,2025-12-24,Battery Check,M. Khan,841.5,1
S01023,V0211,2025-05-04,Tyre Replacement,N. Gupta,6616.47,1
S01024,V0318,2025-07-30,General Service,N. Gupta,1312.99,2
S01025,V0207,2025-09-17,General Service,N. Gupta,2908.13,1
S01026,V0409,2026-04-12,Body Repair,,11850.31,3
S01027,V0503,2024-11-09,Motor Repair,R. Sharma,6520.56,1
S01028,V0295,2024-12-31,Insurance Claim,N. Gupta,35191.47,3
S01029,V0305,2024-11-09,Software Update,S. Iyer,594.31,5
S01030,V0256,2026-07-24,Brake Repair,K. Reddy,3008.93,7
S01031,V0394,2025-06-08,General Service,A. Verma,2675.5,5
S01032,V0045,2025-07-04,Oil Change,S. Iyer,2523.64,2
S01033,V0299,2025-06-11,Insurance Claim,M. Khan,16111.56,7
S01034,V0422,2024-10-08,Brake Repair,A. Verma,4290.67,1
S01035,V0517,2025-04-29,AC Repair,S. Iyer,4025.3,2
S01036,V0213,2025-11-06,Oil Change,A. Verma,2236.66,7
S01037,V0391,2025-01-24,AC Repair,M. Khan,3716.14,5
S01038,V0039,2026-02-14,Software Update,D. Singh,697.23,7
S01039,V0497,2024-11-13,Software Update,N. Gupta,568.27,1
S01040,V0483,,Tyre Replacement,S. Iyer,6180.9,1
S01041,V0103,2025-09-24,Software Update,S. Iyer,499.8,1
S01042,V0012,2026-07-16,Software Update,D. Singh,300.0,1
S01043,V0222,2024-12-06,General Service,,2881.99,2
S01044,V0453,2025-01-25,General Service,,3290.94,1
S01045,V0400,2025-10-11,Tyre Replacement,R. Sharma,1037.84,1
S01046,V0387,2026-08-14,Oil Change,D. Singh,1163.87,2
S01047,V0205,2026-03-10,Oil Change,R. Sharma,2190.07,3
S01048,V0197,2024-10-06,Insurance Claim,M. Khan,43003.09,1
S01049,V0172,2026-04-05,General Service,A. Verma,2518.19,3
S01050,V0331,2026-03-22,Suspension Work,M. Khan,5216.39,5
S01051,V0439,2026-08-07,Battery Check,D. Singh,1403.98,3
S01052,V0178,2025-01-25,General Service,D. Singh,3703.02,1
S01053,V0399,2025-01-23,Oil Change,A. Verma,1393.04,2
S01054,V0378,2024-09-07,Oil Change,K. Reddy,1296.51,2
S01055,V0512,2026-02-27,Battery Check,S. Iyer,1246.56,2
S01056,V0098,2025-06-27,Software Update,S. Iyer,533.07,3
S01057,V0180,2025-02-22,Insurance Claim,D. Singh,26073.37,7
S01058,V0070,2024-12-28,Software Update,K. Reddy,1254.91,2
S01059,V0516,2024-12-03,Body Repair,R. Sharma,13356.93,2
S01060,V0022,2025-03-10,Body Repair,A. Verma,10940.12,2
S01061,V0243,2024-10-20,Software Update,A. Verma,718.29,1
S01062,V0141,2026-05-22,AC Repair,M. Khan,1585.09,1
S01063,V0385,2025-07-17,Oil Change,M. Khan,2356.36,7
S01064,V0337,2025-06-24,General Service,R. Sharma,2431.89,5
S01065,V0296,2025-01-25,Motor Repair,D. Singh,14052.48,2
S01066,V0211,2026-06-05,General Service,M. Khan,5293.97,2
S01067,V0391,2025-01-03,Suspension Work,N. Gupta,7731.94,1
S01068,V0067,2024-09-30,Oil Change,R. Sharma,1326.37,1
S01069,V0210,2026-06-07,General Service,,2126.94,2
S01070,V0242,2025-07-01,Software Update,P. Nair,1121.56,1
S01071,V0203,2026-07-27,Oil Change,M. Khan,1871.36,2
S01072,V0293,2025-03-27,Body Repair,M. Khan,5959.23,2
S01073,V0493,2025-01-14,Battery Check,D. Singh,1982.6,5
S01074,V0387,2026-07-11,Brake Repair,K. Reddy,3217.83,5
S01075,V0160,2025-08-09,Software Update,K. Reddy,1324.52,1
S01076,V0308,2025-09-17,Body Repair,,16536.2,1
S01077,V0264,2026-03-17,Software Update,N. Gupta,674.75,2
S01078,V0385,2026-07-28,Suspension Work,A. Verma,10138.49,3
S01079,V0140,2025-07-07,Oil Change,R. Sharma,1842.75,1
S01080,V0513,2026-06-20,AC Repair,K. Reddy,4544.65,5
S01081,V0383,2025-10-12,Software Update,A. Verma,935.73,5
S01082,V0040,2026-04-15,Battery Check,S. Iyer,1055.66,2
S01083,V0447,2025-10-06,Tyre Replacement,D. Singh,4648.55,7
S01084,V0378,2026-06-06,General Service,K. Reddy,3401.22,2
S01085,V0249,2025-01-14,Motor Repair,R. Sharma,13242.43,1
S01086,V0268,2026-02-01,Body Repair,S. Iyer,10304.68,2
S01087,V0254,2025-10-18,Body Repair,S. Iyer,7988.49,1
S01088,V0120,2024-12-05,Battery Check,K. Reddy,1722.39,5
S01089,V0083,2025-12-20,Suspension Work,K. Reddy,12053.19,1
S01090,V0438,2026-04-15,Tyre Replacement,,3758.18,5
S01091,V0316,2026-02-09,Software Update,A. Verma,806.78,1
S01092,V0353,2026-04-17,Oil Change,K. Reddy,2689.7,2
S01093,V0007,2026-02-08,Brake Repair,R. Sharma,4082.93,1
S01094,V0072,2024-09-01,Software Update,P. Nair,926.66,5
S01095,V0175,2026-06-08,Brake Repair,S. Iyer,2638.28,2
S01096,V0499,2026-07-05,Brake Repair,A. Verma,4829.61,7
S01097,V0218,2025-08-22,General Service,S. Iyer,2336.25,2
S01098,V0266,2025-04-10,Software Update,A. Verma,1076.0,1
S01099,V0082,2026-03-23,Oil Change,P. Nair,2548.05,1
S01100,V0351,2025-12-27,General Service,N. Gupta,4765.87,7
S01101,V0104,2025-03-02,Battery Check,R. Sharma,1804.31,1
S01102,V0217,2026-01-31,Suspension Work,K. Reddy,7798.2,2
S01103,V0498,2026-08-14,Motor Repair,K. Reddy,16020.52,3
S01104,V0380,2026-07-12,Insurance Claim,D. Singh,21909.79,2
S01105,V0370,2026-05-10,Battery Check,D. Singh,1677.7,3
S01106,V0103,2025-11-28,General Service,K. Reddy,2241.52,1
S01107,V0027,2025-12-02,Motor Repair,M. Khan,15884.42,3
S01108,V0463,2025-10-18,Body Repair,N. Gupta,17533.91,5
S01109,V0193,2024-09-17,General Service,D. Singh,1619.28,1
S01110,V0369,2026-02-18,General Service,D. Singh,3497.39,7
S01111,V0240,2025-01-06,Body Repair,A. Verma,17531.88,3
S01112,V0439,2026-01-13,Motor Repair,A. Verma,14380.14,5
S01113,V0301,2026-03-11,Oil Change,,463.23,1
S01114,V0131,2025-11-04,Motor Repair,P. Nair,11808.93,7
S01115,V0173,2025-01-26,Motor Repair,N. Gupta,21809.22,2
S01116,V0250,2025-01-22,General Service,A. Verma,2479.99,1
S01117,V0446,2025-01-08,Brake Repair,K. Reddy,2731.03,2
S01118,V0226,2025-12-31,Tyre Replacement,A. Verma,4939.97,1
S01119,V0548,2026-07-21,Insurance Claim,A. Verma,32355.43,3
S01120,V0230,2025-05-19,Body Repair,A. Verma,14296.28,3
S01121,V0387,2025-05-14,Software Update,,733.1,5
S01122,V0239,2025-03-30,Brake Repair,A. Verma,3660.77,1
S01123,V0092,2025-04-03,AC Repair,M. Khan,3020.1,1
S01124,V0377,2026-04-12,Brake Repair,K. Reddy,2844.06,1
S01125,V0319,2024-11-21,General Service,M. Khan,3913.45,5
S01126,V0434,2025-08-21,AC Repair,S. Iyer,3105.16,2
S01127,V0110,2026-08-22,Brake Repair,D. Singh,5989.22,1
S01128,V0304,2025-06-20,Oil Change,N. Gupta,2758.43,1
S01129,V0291,2025-05-06,Brake Repair,R. Sharma,5667.52,3
S01130,V0317,2026-04-19,Suspension Work,A. Verma,5942.53,2
S01131,V0490,2025-06-29,Insurance Claim,N. Gupta,28532.64,2
S01132,V0386,2026-08-04,General Service,D. Singh,2478.83,1
S01133,V0216,2025-04-24,Oil Change,R. Sharma,1230.67,1
S01134,V0500,2026-06-30,Software Update,R. Sharma,890.82,5
S01135,V0346,2025-07-23,Software Update,D. Singh,469.87,5
S01136,V0401,2025-05-21,Battery Check,P. Nair,2123.53,2
S01137,V0200,2025-09-30,Software Update,D. Singh,669.91,1
S01138,V0312,2024-12-18,Motor Repair,S. Iyer,16056.09,7
S01139,V0495,2025-07-06,Tyre Replacement,M. Khan,6594.9,2
S01140,V0201,2025-03-18,General Service,A. Verma,2273.46,1
S01141,V0386,2025-12-17,Software Update,S. Iyer,964.27,1
S01142,V0099,2026-01-01,AC Repair,S. Iyer,2918.24,1
S01143,V0121,2025-11-28,Suspension Work,K. Reddy,9134.68,1
S01144,V0414,2026-01-17,Software Update,K. Reddy,423.13,7
S01145,V0310,2026-07-08,Body Repair,K. Reddy,12530.79,1
S01146,V0475,2026-06-15,Software Update,D. Singh,1342.9,1
S01147,V0123,2024-11-02,Brake Repair,,2729.51,2
S01148,V0024,2024-10-25,Body Repair,N. Gupta,9153.47,2
S01149,V0097,2026-04-26,Software Update,K. Reddy,943.89,2
S01150,V0129,2024-10-26,Battery Check,,1594.28,1
S01151,V0416,2024-09-03,General Service,,2806.8,7
S01152,V0066,2026-07-04,Suspension Work,,8198.51,1
S01153,V0213,2024-11-05,Insurance Claim,S. Iyer,30553.81,1
S01154,V0006,2026-02-21,Suspension Work,D. Singh,9718.76,1
S01155,V0041,2025-11-21,Brake Repair,S. Iyer,4802.43,1
S01156,V0263,2025-09-24,Oil Change,,1648.01,2
S01157,V0373,2025-11-28,General Service,R. Sharma,-1.0,2
S01158,V0308,2025-08-24,General Service,,4162.4,2
S01159,V0547,2026-04-03,Software Update,D. Singh,762.86,3
S01160,V0523,2025-12-23,Oil Change,R. Sharma,1186.05,2
S01161,V0038,2026-05-06,Software Update,S. Iyer,1109.98,2
S01162,V0368,2025-01-23,General Service,K. Reddy,2394.67,1
S01163,V0262,2026-03-12,Software Update,K. Reddy,300.0,7
S01164,V0086,2025-09-29,Tyre Replacement,S. Iyer,7779.59,2
S01165,V0073,2024-11-13,Insurance Claim,M. Khan,20315.88,3
S01166,V0524,2026-05-09,Oil Change,D. Singh,1742.96,5
S01167,V0389,2026-07-17,General Service,M. Khan,2790.48,1
S01168,V0277,2025-05-05,Battery Check,,1600.01,5
S01169,V0068,2026-03-25,AC Repair,D. Singh,4369.08,3
S01170,V0280,2025-07-27,Brake Repair,M. Khan,3559.84,2
S01171,V0011,2026-06-16,Battery Check,M. Khan,1769.38,5
S01172,V0108,2025-12-06,General Service,P. Nair,2272.9,7
S01173,V0098,2026-03-18,Motor Repair,,18878.76,2
S01174,V0102,2025-06-07,Software Update,S. Iyer,972.3,3
S01175,V0545,2026-07-09,Suspension Work,K. Reddy,4708.18,7
S01176,V0131,2026-03-16,Software Update,S. Iyer,1104.07,1
S01177,V0388,2025-08-28,Body Repair,R. Sharma,9748.95,3
S01178,V0256,2025-03-05,Insurance Claim,N. Gupta,32070.51,1
S01179,V0450,2025-12-16,AC Repair,,3949.93,2
S01180,V0283,2025-04-03,Software Update,M. Khan,-1.0,2
S01181,V0090,2026-06-12,Tyre Replacement,D. Singh,5530.72,1
S01182,V0082,2026-06-17,Battery Check,A. Verma,1316.61,1
S01183,V0059,2025-12-27,Battery Check,,1489.8,7
S01184,V0011,2024-08-25,Software Update,S. Iyer,715.11,7
S01185,V0510,2026-06-17,Suspension Work,,8959.86,1
S01186,V0416,2024-09-14,General Service,R. Sharma,1085.73,5
S01187,V0548,2024-09-10,General Service,,1578.03,1
S01188,V0460,2026-03-22,Brake Repair,,2630.33,2
S01189,V0180,2026-04-28,Software Update,,1066.09,3
S01190,V0053,2025-09-05,Software Update,S. Iyer,1278.97,3
S01191,V0116,2026-02-14,AC Repair,M. Khan,3372.05,1
S01192,V0298,2025-04-11,Tyre Replacement,P. Nair,5645.47,2
S01193,V0003,2024-12-24,Insurance Claim,M. Khan,25612.96,2
S01194,V0528,2025-10-14,General Service,N. Gupta,3516.64,1
S01195,V0365,2025-07-02,General Service,D. Singh,1688.57,2
S01196,V0363,2025-10-02,General Service,S. Iyer,2708.57,5
S01197,V0364,2025-06-04,Brake Repair,M. Khan,5633.54,1
S01198,V0542,2025-11-15,Suspension Work,K. Reddy,8227.68,1
S01199,V0500,2025-06-05,Motor Repair,M. Khan,15995.3,7
S01200,V0405,2024-09-28,Software Update,S. Iyer,1080.29,2
S01201,V0112,2026-07-04,Motor Repair,N. Gupta,808.03,1
S01202,V0144,2025-07-01,AC Repair,R. Sharma,4330.4,3
S01203,V0204,2026-07-09,Oil Change,S. Iyer,1387.93,5
S01204,V0432,2025-06-03,AC Repair,S. Iyer,1257.47,2
S01205,V0491,2026-02-05,Insurance Claim,A. Verma,29473.02,5
S01206,V0501,2025-06-12,Suspension Work,S. Iyer,10365.46,3
S01207,V0410,2025-04-11,Suspension Work,K. Reddy,6663.25,1
S01208,V0113,2024-12-15,Battery Check,S. Iyer,2000.26,1
S01209,V0353,2025-02-06,General Service,M. Khan,3910.74,1
S01210,V0351,2026-01-23,Software Update,R. Sharma,1168.18,5
S01211,V0492,2024-11-22,Battery Check,K. Reddy,2360.98,2
S01212,V0157,2024-11-16,Brake Repair,A. Verma,5290.93,2
S01213,V0254,2025-10-17,Insurance Claim,M. Khan,25660.04,7
S01214,V0106,2025-06-04,Suspension Work,M. Khan,3075.18,1
S01215,V0235,2026-03-02,Battery Check,P. Nair,1370.82,2
S01216,V0150,2026-06-23,Software Update,A. Verma,563.89,1
S01217,V0390,2026-04-26,Software Update,M. Khan,1407.86,2
S01218,V0345,2024-12-16,Software Update,,750.75,5
S01219,V0053,2025-04-14,Brake Repair,P. Nair,4381.11,3
S01220,V0429,2024-10-29,Battery Check,S. Iyer,1789.53,1
S01221,V0001,2024-09-09,General Service,D. Singh,2538.15,2
S01222,V0293,2024-08-30,General Service,A. Verma,3983.17,5
S01223,V0190,2026-03-07,Tyre Replacement,D. Singh,4692.44,3
S01224,V0312,2024-12-11,Oil Change,,1922.6,1
S01225,V0340,2025-11-16,AC Repair,D. Singh,2590.47,3
S01226,V0244,2025-09-23,Software Update,A. Verma,430.39,1
S01227,V0134,2026-08-02,Insurance Claim,A. Verma,19647.02,1
S01228,V0196,2025-10-13,Oil Change,A. Verma,1776.67,1
S01229,V0352,2024-09-09,Tyre Replacement,M. Khan,5098.47,1
S01230,V0045,2026-02-09,General Service,P. Nair,1894.13,3
S01231,V0375,2026-08-10,Motor Repair,A. Verma,7616.83,5
S01232,V0070,2025-11-28,Motor Repair,,14563.7,1
S01233,V0171,2026-03-13,Oil Change,P. Nair,852.03,1
S01234,V0063,2025-01-05,Oil Change,K. Reddy,2278.84,7
